Target_LogP,Target_QED,Target_MW,Generated_SMILES
1.2910000085830688,0.6430000066757202,0.9039999842643738,CC=CC#C[PH1]1O[NH1]OCCCN=NC[NH1]C(=P1)NI
2.0169999599456787,1.6419999599456787,2.0739998817443848,C[H]
1.6770000457763672,1.784999966621399,1.8359999656677246,CC(C(Cl)CCCNCC1OC)CC1OC=S#N
1.6130000352859497,1.4989999532699585,2.1480000019073486,C1C(C)C1
1.1510000228881836,1.0,1.850000023841858,CCCCCCCCCCCCCBr
2.5350000858306885,1.8559999465942383,1.7669999599456787,CC=C=NC=CNC=CCCOC1=C[NH1]C=N1
1.3200000524520874,0.28600001335144043,0.6819999814033508,CCNCC(C)C#C
1.434999942779541,0.28600001335144043,0.6949999928474426,CC(C)(O)N=CC=C1CC=CC1C
1.5499999523162842,1.3569999933242798,1.7309999465942383,CC=NC(C)CCCCl
2.546999931335449,1.8559999465942383,2.0160000324249268,CC(C)F
1.2569999694824219,0.7139999866485596,1.2660000324249268,CC(C)CCC(C)C1CCCC1CCCCl
1.6770000457763672,1.1419999599456787,1.1460000276565552,CC(C)(C)F
1.350000023841858,0.8569999933242798,1.3220000267028809,CC(C)CCCCCO[PH1]OS1=C[NH1]CC1C[PH1]NOC
1.315999984741211,1.284999966621399,1.3079999685287476,O1CCCC(C)CCC(O)CC=C1
1.8300000429153442,1.0709999799728394,1.406000018119812,CCCCOCCN(C)CCCNCO
1.88100004196167,1.0,1.4049999713897705,C1C=CC1(CCCCOCCCCN=C)CC
2.5769999027252197,0.21400000154972076,1.9079999923706055,C123C(C)C=CC=C1CCNC=CC=CC=NC=CC=CC2N3
2.0929999351501465,1.6419999599456787,2.065000057220459,O1C(C)(C)NC=P(=C)C=N1
1.774999976158142,1.2139999866485596,1.281000018119812,CCBr
0.7770000100135803,0.7139999866485596,1.4880000352859497,PNCC(C)C=C[NH1]C=CS1C=CC=N1
1.3969999551773071,1.6419999599456787,1.8509999513626099,CC(C1)CC(C)OOCCC=C1C=O
1.9950000047683716,0.07100000232458115,2.0510001182556152,C123CC=C(C)C1C(C)C=C2C3Cl
1.5920000076293945,0.42800000309944153,1.656000018119812,N1C=C1C(C)=C[NH1]CCCC
1.6469999551773071,0.07100000232458115,1.7309999465942383,CC(C)(C)CCCCCOC=N
1.1080000400543213,0.6430000066757202,1.2380000352859497,OCOO
1.5540000200271606,0.8569999933242798,1.4889999628067017,CC=N[NH1]C(C)CCCOCCCBr
1.0529999732971191,0.0,1.753000020980835,C(=COP)(C)CONC(C)CCCOOC=O
1.3669999837875366,1.3569999933242798,2.1059999465942383,CC(C)C(C)CCCCC=O
1.2860000133514404,0.6430000066757202,3.128000020980835,O=C(C)CCCCC=CI
1.5959999561309814,1.1419999599456787,1.7949999570846558,[H]CI
1.1169999837875366,0.28600001335144043,1.6410000324249268,C=CCCCCCCNCOCC=NC=N[H]
2.0840001106262207,1.5709999799728394,2.687999963760376,CC(C)C=[PH1]=[PH1]=S(C)CCOC=SOI
1.3630000352859497,0.8569999933242798,2.2669999599456787,NC=CC=CCCC(C)CCCC1CCOC1Cl
2.0460000038146973,1.9279999732971191,1.7949999570846558,CC(C)(C)CCONOCP(OCCCN=C)[PH1]CN=NOBr
1.0490000247955322,0.7850000262260437,1.9620000123977661,CC(C=COC1CBr)=NN1C
1.430999994277954,1.0709999799728394,2.0160000324249268,CC(C)CCCCNOC=CC1=C[NH1]C=N1
1.7280000448226929,1.8559999465942383,1.8839999437332153,CC=CCC=CC=CCC=C[NH1]C=CCC=C[NH1]C=N
0.8619999885559082,0.14300000667572021,1.3910000324249268,CCCCC=CSNCCCCN=CC(C)([NH1])ON=O
2.2760000228881836,0.6430000066757202,1.753999948501587,C12OC1C(C)C2C=O
1.7699999809265137,1.2139999866485596,1.6990000009536743,CC(CCCCCC=C)C1=NOC=C1C#N
1.0609999895095825,1.3569999933242798,2.115000009536743,CC(C)CC#C[PH1]
1.6050000190734863,0.28600001335144043,2.3239998817443848,CCCNC(C)CC#N
1.4989999532699585,1.7139999866485596,1.5169999599456787,C1CNOCC1
1.9149999618530273,1.8559999465942383,1.9210000038146973,CCCCC=CC=C
1.8589999675750732,0.9279999732971191,2.0880000591278076,CC=CC(C)CCCCCCCCOP[NH1]CF
2.01200008392334,2.7850000858306885,2.7950000762939453,CC(CC(C)C=CN)=CC=CC=C(Cl)NC=N
1.0609999895095825,0.5709999799728394,1.4800000190734863,CC(C)CCCOC[H]
0.7730000019073486,0.7850000262260437,1.6690000295639038,CCCCC[H]
1.871999979019165,0.8569999933242798,1.0709999799728394,CC(=N)NC(C)CC1CCCNC1C
1.277999997138977,1.9279999732971191,2.1059999465942383,CCCC=C=NC(O)CCCC=O
1.8259999752044678,1.3569999933242798,1.9630000591278076,N=O
1.7239999771118164,1.6419999599456787,1.7640000581741333,CONC=CSC=CC=CC#N
1.5369999408721924,1.6419999599456787,1.5299999713897705,CC(C)(C)CC1CCCCC=S[NH1]C=CN1N
1.9830000400543213,1.3569999933242798,1.4179999828338623,CCCCCCCC1NC(O2)C=C1C=C2CS
1.9529999494552612,1.4279999732971191,1.7949999570846558,CCCCCC(C1)CCC=C1CCC=N
1.8170000314712524,1.4279999732971191,1.4479999542236328,CC(O1)C=CC=C1CC=CC=C2CN=NP#CN2
2.0339999198913574,1.1419999599456787,1.225000023841858,CC(C)=NCCCCCCCCN=NC
2.2290000915527344,1.9989999532699585,2.0320000648498535,CC(C)C1COC2=C1CCC2CC#CN=P#N
1.0740000009536743,1.0709999799728394,1.4470000267028809,CC(CC=CC=CC=CC=CC)C1CCC=N1
1.9780000448226929,1.784999966621399,1.7669999599456787,CCCCCPI
1.4600000381469727,1.2139999866485596,1.4479999542236328,CCOBr
1.5449999570846558,0.42800000309944153,1.0570000410079956,C1C=C1C=CC(C)CC=CC
2.313999891281128,1.0,1.4950000047683716,CCC=CC(C)CCCCCNCC
1.5199999809265137,1.9989999532699585,2.1070001125335693,CCCCCNC(C)CCCNC
1.7359999418258667,1.284999966621399,2.125999927520752,C1CNCC(C2)=C1S[NH1]C3CNCC4=C3[NH1]CN24
2.505000114440918,1.6419999599456787,1.434000015258789,CC1CCCC(CCC)CCC2C=NOC12C[PH1]
1.9190000295639038,1.6419999599456787,2.119999885559082,CCCCC(C)CCNCCCOC[NH1]COCC[H]
1.49399995803833,1.0,1.5449999570846558,CCCCCCC(=N)C=C
1.4390000104904175,1.7139999866485596,1.4329999685287476,CNC(C)CCCCCC1CNC1C
2.0,1.4279999732971191,1.753999948501587,CC(CC=CC)C1C=CC=N1
1.5410000085830688,1.3569999933242798,1.8639999628067017,CCCCCCl
1.5160000324249268,1.9989999532699585,1.8639999628067017,C=1CCCC(C2)CCCCCCC=12
1.2480000257492065,1.0709999799728394,1.4329999685287476,C(C)C=O
1.753000020980835,1.6419999599456787,1.7669999599456787,C12(C)CC1(CC=CC=C)C=N2
1.281999945640564,0.5709999799728394,2.4760000705718994,CCC(C)CNCCNCCN(C)CCCC=C
1.8930000066757202,0.8569999933242798,1.8220000267028809,CCC(C)CCCCOCOCOCCCC=C=PF
1.6089999675750732,0.14300000667572021,0.6669999957084656,CCC=O
1.9950000047683716,1.1419999599456787,1.600000023841858,CCC(CCC)CC1CCN=C1C
1.6729999780654907,1.1419999599456787,1.6419999599456787,CC(C)(C)CCCCCCCOC=NCOC1=C[NH1]C=N1
