Target_LogP,Target_QED,Target_MW,Generated_SMILES
1.2790000438690186,1.121999979019165,1.621000051498413,C=1=NCC=1C=PSC=CC(Cl)[PH1](N)CCCO
1.690000057220459,1.8700000047683716,1.8730000257492065,CC=CC=CC=CC=O
0.8629999756813049,0.7480000257492065,0.7269999980926514,C=C1CCC=C1CC=C2C(C)CC2C=S
0.9950000047683716,0.972000002861023,1.034000039100647,OC1CCOC1N2OCC=N2
2.4159998893737793,1.6460000276565552,1.7400000095367432,C#PNC(C)NC=CF
1.5429999828338623,1.121999979019165,1.0479999780654907,C1CCN=CC(=N)C2=C1[NH1]C=C2
1.715000033378601,2.319000005722046,2.0739998817443848,ClC=PNPCCC=CCCN1CCN=C1
2.0859999656677246,1.1970000267028809,1.2580000162124634,CNC=CC=O
1.496999979019165,1.8700000047683716,1.8300000429153442,CCC=1C=CCC=1CC=O
0.8930000066757202,1.6460000276565552,1.815999984741211,CC(C)NCC=C1C(=O)C=C1CI
0.7919999957084656,0.8980000019073486,1.2990000247955322,[PH1]
1.3600000143051147,2.1689999103546143,1.9620000123977661,CC=CCC=CC=1C=CC2C3CCC=C2C=13
1.440999984741211,0.37400001287460327,1.49399995803833,C1CC=CCC=C=C=NNP#COCC#C1
2.3499999046325684,2.24399995803833,1.8289999961853027,C1C=C1
1.5180000066757202,0.8230000138282776,2.5160000324249268,CCC=CCCCCC=CC(N)C=O
1.0099999904632568,1.496000051498413,1.690999984741211,CC=CC=O
1.6390000581741333,0.8980000019073486,0.9369999766349792,C=CCC(F)CCCO
1.4359999895095825,2.1689999103546143,1.9290000200271606,CCCC=CC=CCCOCC=CC=C=C
1.1469999551773071,2.0199999809265137,2.109999895095825,OC=CCCC1CC=CC#C1
2.009999990463257,0.8980000019073486,0.8519999980926514,C=CC=COCCCC=CCC=1CC=C=C(P)NN=1
2.0199999809265137,1.496000051498413,1.437000036239624,C=C(C)C1CC=CC1
1.3860000371932983,2.0940001010894775,1.871999979019165,O=C[NH1]C=NCCNC=NC=C(C)CCN
1.6649999618530273,1.7949999570846558,1.725000023841858,C1CC=CC=C(C)C1Br
1.2790000438690186,1.8700000047683716,1.8170000314712524,CCC1=CCOC(Cl)C2CCNC21
2.5169999599456787,0.8230000138282776,2.055000066757202,CC=CCCC=CCCC=C(S1)C=CC#C1
1.75600004196167,1.6460000276565552,1.3969999551773071,C1#CC1
1.472000002861023,1.7200000286102295,2.1659998893737793,C1CCC=CC=C=C(N)CC=C1
2.071000099182129,0.972000002861023,2.2339999675750732,IC(C)=CC=CCl
2.005000114440918,1.8700000047683716,1.6200000047683716,CC=CC=CC=CC=CC=CCC=CCCCC1=CCC#C1
1.5579999685287476,0.6729999780654907,2.2639999389648438,C=CCCC=CCC=CC=CC=CC=O
0.37599998712539673,0.7480000257492065,2.2360000610351562,OOCCC#CCC
1.7660000324249268,0.29899999499320984,0.6010000109672546,O=CCNOCOC1=CC(=C)C1=C
2.0859999656677246,1.7949999570846558,2.4860000610351562,CCC=CC=CCC=CC=CC=CCC=O
0.8019999861717224,1.0470000505447388,2.2639999389648438,CCC=CCCC(C)NC#CF
1.6549999713897705,1.0470000505447388,1.4119999408721924,C#CNBr
1.593999981880188,2.992000102996826,2.5969998836517334,CCC=CCC=C(Cl)PO
2.4719998836517334,2.0940001010894775,2.359999895095825,P
2.2939999103546143,1.496000051498413,1.8309999704360962,CCCC1=CCC=CC=CC=CC1Cl
0.7049999833106995,0.2240000069141388,1.5369999408721924,C=C(NC)CC=CC=CC=C
1.4570000171661377,1.1970000267028809,1.215999960899353,CCCCC(C=CC=CC)C12C=C3CC=C1C3CC2CC
1.6039999723434448,2.319000005722046,1.8309999704360962,C=CC=CC1CC2=CC1CC2Cl
1.6239999532699585,1.7200000286102295,1.215999960899353,C=CCCC=CC=CN
1.6749999523162842,1.8700000047683716,1.8170000314712524,CC=CC(N)C=CC=C1[NH1]CC=C1CCl
1.944000005722046,1.6460000276565552,1.5099999904632568,CCC=CCCCC#C
1.8730000257492065,1.6460000276565552,1.659999966621399,CC1CCCC=C1C#CCNC=CC=CC#C
0.6949999928474426,0.2240000069141388,0.5720000267028809,CCC=CC=CC#C
1.4570000171661377,2.1689999103546143,2.0959999561309814,CC=CCCC#C
1.9900000095367432,1.3459999561309814,1.187999963760376,CC=CCCCCC=CC=CC#CNC=CC=NCC=O
1.5180000066757202,1.7949999570846558,1.774999976158142,CCCC=CCCNC
1.2280000448226929,1.0470000505447388,1.5369999408721924,C=S
1.5989999771118164,1.7949999570846558,1.4119999408721924,C=C(C)CCCCC=CCCC
2.071000099182129,1.7200000286102295,1.6829999685287476,CCC=CC=C(Cl)C(C=C)N
1.4919999837875366,1.496000051498413,1.090000033378601,OCCOC1=CCC=C1C
0.8169999718666077,0.6729999780654907,1.690000057220459,[PH1]CC=CCCCCO
1.8020000457763672,1.7200000286102295,1.746999979019165,C=CC1=CCCCC=CCCC1
